KLF6,RP11-13N13.2,0.7552134546596008
KLF6,RP4-677H15.4,0.7467044401493728
KLF6,PLD1,0.7313221624405509
ID2,FAM20C,0.7263428561384982
LEF1,DCTN1-AS1,0.7240896745102888
LEF1,AC107218.3,0.7195428735011081
JUN,SPTLC3,0.7168447818601316
ZNF277,MARCKS,0.7151329361154196
KLF6,RP11-1277A3.1,0.7117388605264207
BBX,KIF20A,0.7060603908268609
LYAR,FXYD6,0.7029553428357258
FOS,RP11-275I4.1,0.7009735125869746
JUN,RP11-428G5.5,0.6983959919395311
BATF,CTA-384D8.33,0.6960604790513041
DNAJC1,LDHD,0.6952463103282694
BBX,RP11-46A10.4,0.6927275757804057
LYAR,OCRL,0.6876996514341823
HOPX,LY6G6F,0.6843039614402775
YEATS4,SPIRE1,0.6811665651113445
DNAJC1,HIF1A-AS2,0.6785242983823134
JUN,C11orf45,0.6755699986822741
DNAJC1,DNTT,0.6755383554962802
FOSB,IRAK3,0.6733018651489047
MTA1,RP11-567J20.3,0.6684480547465387
PLEK,HAAO,0.6663144013589646
ARID5B,PZP,0.6632709882517798
ID2,RP11-511B23.2,0.6619492098006495
JUNB,CCDC81,0.6616207837420727
ID3,CTD-2588C8.8,0.6613450914353395
FOSB,AC002306.1,0.6592468742093348
JUNB,NAT8L,0.657582422921709
ARID5B,RP11-54O7.1,0.6544660581308249
CEBPD,C1orf234,0.6530487831499441
ID3,CYP1B1-AS1,0.6506092500657383
RUNX3,RP11-762I7.5,0.6494692353455966
FOS,RP11-814H16.2,0.6484934843961165
BAZ2A,TPPP,0.6483593153361159
JUNB,CTC-329D1.2,0.6483535424560547
FOSB,RP11-211G3.2,0.645222434072873
JUNB,RP11-77I22.2,0.6450380305148923
YEATS4,RBP7,0.642051446747033
FOS,RP11-554E23.4,0.6412015879844942
ARID5B,RP11-482D24.3,0.640717953780652
JUNB,HSPA2,0.6399281004965116
JUN,RP11-460I13.2,0.6392585560646311
ZNF277,CTD-3224K15.3,0.6388723813348878
BATF,KCNK5,0.6373450299032498
JUNB,IL10,0.6363412536337442
ZNF264,RP1-257A7.4,0.6354387893840237
JUN,DRD3,0.6334275149908397
JUNB,RP11-388P9.2,0.6318897775333346
LEF1,RP11-380L11.4,0.6294384764965966
HOPX,AP001059.5,0.6232613764911832
LYAR,LRRC3DN,0.6200160053832637
ZBTB38,ANKRD50,0.6187826266371569
BAZ2A,AC022532.1,0.6183337601227292
JUNB,RP11-358L4.1,0.6171247598483973
LYAR,DIRC3,0.6152590722506007
CEBPD,DNMT3B,0.6137069213925946
FOXN2,LINC00869,0.6070080015836989
MLXIP,CTD-2260A17.1,0.6068382768092099
ARID5B,HSPA12B,0.6052836795481606
JUN,AC073641.2,0.6013653991610023
ARNT,AC104655.3,0.5961930383240588
ZNF143,CALCRL,0.5950407081590241
JUNB,DAPK1,0.5939218518957331
JUNB,DNA2,0.5932745385140032
JUNB,ESCO2,0.592418012416243
JUNB,RP11-7F18.2,0.591439876571954
JUN,MAST2,0.59123369267013
JUNB,RP5-991G20.4,0.5899186296840936
MYSM1,RP11-316M1.3,0.589599443822114
YEATS4,CD1B,0.5874264871701211
FOS,RP5-850O15.4,0.5873211004944688
ZNF576,JADE3,0.5850479388794293
MTA1,RP11-18I14.11,0.583696806135055
JUNB,DHRS4-AS1,0.5810787177483719
ID2,CECR7,0.5801366734331367
HIVEP3,RP5-1142A6.2,0.5800871313781382
SNAI3,MTTP,0.5754852709314905
FOS,Z69666.2,0.5738624918079467
JUNB,FOLR2,0.5727772670895727
ZNF143,SCUBE1,0.5725406594198369
JUN,RP11-768F21.1,0.5698661359155903
