Gene1,Gene2,Score
RUNX3,BBX,0.5557757584515794
ZNF660,NIFK-AS1,0.5557138021526526
FOS,GALNT7,0.5557059618122372
ID2,CD79B,0.5555710867064898
LYAR,UBE2Q2L,0.5554831451637037
JUNB,RP11-18I14.11,0.5554581353875921
JUN,YOD1,0.5554315827523945
ZNF264,TMEM159,0.5553860429533461
ZNF491,LATS2,0.5552192717649418
FOS,RP11-291B21.2,0.5551347359920908
RORB,AC004158.2,0.5551002860071601
KLF6,RCBTB2,0.5547233000236519
PLEK,TMEM52,0.5547169496495313
LYAR,PEBP4,0.5546396989177933
DNAJC1,ZNF684,0.5546293261035057
FOS,CTD-2165H16.4,0.5545719347432555
JUN,CTD-2001C12.1,0.5543699578607595
YEATS4,SF3B14,0.5540654599481658
JUN,LAMA2,0.5540003040618159
ARID5B,HLA-DQA1,0.5537642483969769
PURA,MRPS11,0.5536834821814367
HOPX,RP4-794H19.4,0.5536039135959684
JUNB,LUZP1,0.5535720679169651
ASCL2,AC110771.1,0.5534680085199648
ZNF277,GPR171,0.5534367546705073
LEF1,LTB,0.5533750977423201
MYBL1,RAB27A,0.5531536787226986
BATF,SUPT4H1,0.5530309370915475
HOPX,ABHD11,0.5529471020054367
BBX,RP11-138I1.2,0.55288109567119
CEBPD,RP11-539L10.2,0.5523690798662251
HOPX,FLNA,0.5522371206194366
KLF6,ATF6,0.5521558722322811
AHCTF1,MTTP,0.5520462113226365
ZSCAN2,MT-CO1,0.5518676938752165
FOS,RP11-169K17.3,0.5518275636460505
LYAR,ARNT,0.5517306062867657
JUNB,ULK1,0.5516487339160584
DNAJC1,SAT1,0.5516349231332829
JUN,APLP2,0.5514716629939022
ZNF155,CLIC3,0.5513313621328957
HOPX,SPON2,0.5511581369162762
ZSCAN2,ID2,0.5510920161456392
AHCTF1,UFSP1,0.5510907407100883
MAFB,MRPS11,0.5508597308734302
KLF6,CTBP2,0.5507753011471299
DNAJC1,ERGIC2,0.5505583085493914
SNAI3,LUZP1,0.5504332284116722
THAP6,NCR3,0.5501469165777616
ID2,SLC23A3,0.5499765749524224
FOXN2,KIF21B,0.54974702726933
AHCTF1,TTC27,0.5496593376679949
FOSB,CD74,0.5494259638882724
MYBL1,PRKAR2A,0.5493183902191399
DNAJC1,DYRK3,0.5492479646754815
JUN,ZBTB38,0.5492235168214314
CEBPD,KLF6,0.548898197129358
ID2,USP15,0.5487537756873497
FOS,H1FX-AS1,0.5484640112181545
RORB,PDZD2,0.5484352826894896
ARID5B,RP11-803B1.8,0.5482908793962347
HOPX,UTP23,0.5476637448041414
ID2,IER2,0.547643932731415
ZNF143,EED,0.5475265914620773
ARID5B,CTNNBIP1,0.547241012005045
BBX,BATF,0.5467315981125379
ID2,ABL2,0.5467105843390727
MYBL1,DUSP18,0.5465957785584661
ZNF737,NEAT1,0.5462966888531027
RORB,RP11-320M2.1,0.5462623401038401
LYAR,CTD-3093M3.1,0.5462436873740008
LEF1,CTC-329D1.2,0.546225875810906
TP63,LINC00657,0.5460004065252015
ID2,AOAH,0.5457572136216284
HOPX,PURA,0.5456953491389993
ID2,TLDC1,0.5456708425669902
ZNF277,MTTP,0.5455489908804682
JUN,PPARGC1B,0.545495995262079
KLF6,JAG1,0.5452707069022632
FOS,STYK1,0.5448911608170224
BBX,CCSER2,0.5446623548397094
LEF1,GPR157,0.5446254683103637
TCF12,HIST1H1C,0.544457589822558
HOPX,CCDC82,0.5444283516032686
CEBPD,PRSS35,0.5443461897122601
HOPX,RP5-894A10.2,0.544173498787663
MYBL1,SNX24,0.5441501944965702
HOPX,ANKEF1,0.5440492244048941
LYAR,MLLT6,0.5438111731144861
RUNX3,TLK1,0.5435536920544697
KLF6,CNOT6L,0.543198748514322
CEBPD,PAK4,0.5428484578557048
JUNB,ZMYND11,0.5427871623087926
ZNF142,IFNGR1,0.5423521005578283
LYAR,ZMYND10,0.5422809595339486
KLF6,DUSP2,0.5422494468298085
RUNX3,JUNB,0.5421784306982613
TP63,NCR3,0.5421332026904183
ID2,RCE1,0.5420270882097148
JUN,ZC3H12A,0.5420124203509193
GABPA,RP11-138I1.2,0.5417567731945105
ZNF491,RP1-168L15.5,0.541723426521634
FOS,CLK3,0.5417058909898619
HOPX,KLRG1,0.5416940639328831
DNAJC1,TNFRSF1A,0.5415048009573731
ID2,TPD52L1,0.5413741328138898
FOS,RP11-1E4.1,0.541297220197549
MAFG,RP11-320M2.1,0.5412645109810944
ZNF277,PRKAR2A,0.5411267147696761
LEF1,ECHDC1,0.540953698695935
JUN,RP11-1100L3.7,0.5407011814416341
HOPX,DNAJC1,0.5401514022210089
KLF6,ADPRH,0.5401378748034255
LYAR,VEZT,0.5399724379511079
FOS,HLA-B,0.5398692375945343
FOXK1,DHX36,0.5396350189212664
KLF6,PRR4,0.5396063398796156
HIVEP3,PRF1,0.5395189511449074
MAFG,GRIN2C,0.5395149887888212
BATF,LRIF1,0.5394547526405654
CEBPD,RP11-78O7.2,0.5393854405311735
JUNB,HSPA12B,0.5391837878306034
FOXK1,DUSP5,0.5391292616983331
LYAR,GP9,0.5390554771847158
ATF6,PGRMC2,0.539043500878083
KLF6,UTP23,0.5388247273654558
ZNF660,MDM1,0.5386179973288051
ID2,APOBEC3G,0.5385392466563074
LYAR,ZNF683,0.5382063524353329
MAFG,RP11-121C2.2,0.5381721197774124
JUN,IFIT3,0.5380857215590312
JUNB,RP11-54O7.1,0.5379843076358971
DNAJC1,GZMB,0.5379097134583894
JUN,GNG11,0.53789416022745
RORB,AC005082.12,0.5378940850173481
E2F5,PLEKHA7,0.5376731157672865
FOS,GZMK,0.5376539614541561
LYAR,TLK1,0.5375870710184165
ZNF684,MPST,0.537563059263497
KLF6,MYO1F,0.5375393519855998
SNAI3,VIT,0.5375381543622364
TBX6,IFI27,0.5374751815920372
JUN,RP11-803B1.8,0.5374224946167814
FOS,RSRC2,0.5369994966383963
ZNF683,CR2,0.5369486693794044
ID2,SYT11,0.5369000733602003
ZNF683,CCL3,0.536456835699016
ZSCAN2,CD46,0.5363526476921185
RUNX3,INCENP,0.5363434324022128
LYAR,RCBTB2,0.5361875177123476
JUNB,SUDS3,0.5360954666109562
TCF12,LIAS,0.5359568323983864
ZNF277,LINC00610,0.5359069024270188
RUNX3,GTSE1,0.535877565862273
KLF6,DTX2,0.535527328750331
ZNF576,GPR125,0.5355149706636219
FOS,AC092295.7,0.5353524146555438
JUN,CCL3,0.5352940929782698
YEATS4,CTNNBIP1,0.5352452733132698
ZSCAN2,PGRMC2,0.5352437446590781
HOPX,CTB-118N6.3,0.5350450363725188
HOPX,APLP2,0.5349083563842489
BATF,PTPDC1,0.5343905577099055
FOS,RNASEH2A,0.5341147255240297
JUN,PRR4,0.5339318724053598
LYAR,PKN3,0.533726326209495
ASCL2,ABHD11,0.5336157803444972
LEF1,ZCCHC18,0.533611652864987
LYAR,ATP6V1D,0.5335345976336964
JUN,SCUBE1,0.5334525673867421
HOPX,ZNF185,0.5334137280125187
MLXIP,DNAJC1,0.5332509778479393
BATF,LIPC,0.5330119253683935
LYAR,CTSA,0.5329960394134556
E2F5,DDIT4,0.5329032076527302
LYAR,KHNYN,0.5328942706231293
HOPX,UPF1,0.5327883946812986
ID2,KLRF1,0.5326282190710485
ARNT,HIST1H1D,0.5324072224351099
PLEK,CD79B,0.5318456509688791
JUN,PAK4,0.5316790820313767
ZNF143,TREX1,0.5315737752678851
CEBPD,FZD2,0.5315478168078381
ID2,GP9,0.5315196683246072
JUNB,INCENP,0.5312193974883883
LEF1,USP15,0.5311334110638605
FOS,GTF3C1,0.530816487958257
MYSM1,GTF3C1,0.5306321459606417
DNAJC1,FOXN2,0.5305488330696199
ZNF576,MT-ND2,0.530464967267703
DNAJC1,POU5F2,0.5302719151866782
JUNB,MYSM1,0.5302156822263495
HOPX,TLDC1,0.529828821916556
JUN,HMGB3,0.5295454567763708
BATF,ARNT,0.5290579872819626
RORB,DLGAP1,0.528885599470628
SNAI3,TAS2R14,0.528851930600409
LEF1,RP11-532F12.5,0.5288404879266392
DNAJC1,ACTG1,0.5287932197448154
FOSB,HLA-B,0.5287866510830754
BBX,SAT1,0.5287197000563777
FOS,RSBN1L,0.5286549530526942
ZNF683,SAT1,0.5286293109991412
YEATS4,S100B,0.5286274944844246
CEBPD,PKNOX1,0.5286089004048435
BATF,CABIN1,0.5285982430673801
ATF6,STARD5,0.5285720337889788
MAFG,AC009404.2,0.5285613597094053
ARID5B,INPP4B,0.5285050983282669
MTA1,PARP1,0.5280964440784864
JUN,AL928768.3,0.5279507626690916
ID2,APLP2,0.527936760935776
FOS,SLC25A26,0.5278616705373915
FOS,PTPDC1,0.5278599496734733
HOPX,STAG1,0.527837045971449
KLF6,LYAR,0.5276718862390996
KLF6,NUP153,0.5276486088612208
PKNOX1,FGR,0.5275438284960388
MAFG,ERBB2,0.5274711240932594
DNAJC1,RSBN1L,0.5273838875580938
HOPX,STRIP2,0.5273111816495915
LYAR,ALOX12B,0.5272944758030388
IRF6,TPST2,0.5272117623461956
ID2,TP53RK,0.52662861617138
LYAR,KLRC1,0.5266079187101698
MTA1,PIGW,0.5262766379393822
ID2,NADK2,0.5260770006270209
ZNF491,WDR91,0.5259472842180326
HOPX,FGR,0.5258521264773703
LYAR,AC092295.7,0.5258397365114165
JUN,LGALS3,0.5255237211500927
JUNB,ID2,0.5253516169927107
ASCL2,CST3,0.525233660088632
DNAJC1,THAP6,0.52515579463093
ZNF683,FOS,0.5248450601205537
RUNX3,SCUBE1,0.5246688250016256
ZNF277,TRPC4AP,0.5246658146234313
MYBL1,SIPA1L1,0.5244745882373462
FOSB,PRF1,0.5244367390493365
FOXN2,DUS4L,0.5244292999062842
FOSB,KBTBD6,0.5242472202669988
FOS,LIAS,0.5241339837171786
POU5F2,OXTR,0.5241266800128492
ASCL2,MTA1,0.523955214138334
JUN,DDX54,0.5239230855110142
CASZ1,RCE1,0.5237283615027897
ZNF683,BRD2,0.5236161434204207
ZNF683,PLEKHA3,0.5232713441511918
ARID5B,RNF166,0.5229813271221776
HOPX,AFAP1L1,0.5229500390082139
MIXL1,HLA-DQB1,0.522924379501711
MAFG,AC005082.12,0.5227153549028404
KLF6,TGFBI,0.5227060701783836
CEBPD,AF131215.5,0.5223483606521977
BBX,PLEKHF1,0.5223184975641287
NR4A1,RP11-247L20.4,0.5222288478026806
BATF,ARL6IP6,0.5222103954567043
LYAR,AC195454.1,0.5221130123381593
FOS,MDM4,0.5219242810569265
BATF,LAIR2,0.5218707587196599
YEATS4,CHI3L2,0.5215896781326765
YEATS4,COQ7,0.521587875331756
YEATS4,TMSB4X,0.5211949311565001
BATF,ERGIC2,0.5210436412529462
YEATS4,IL18,0.520699962643202
CEBPD,VMA21,0.520612432029497
ID2,MPST,0.520502867428005
FOSB,VPRBP,0.5204962329491241
BAZ2A,RP5-1028K7.2,0.5204611309744889
KLF6,ALOX12B,0.5201493035510465
TCF12,CCDC71L,0.5198810752515983
ZNF547,MCM3,0.5197950369188525
TCF12,ECHDC1,0.5197564801165137
ID2,ZNF277,0.5194658569128895
HOPX,RP11-795F19.5,0.5192980017731885
BAZ2A,C19orf40,0.519248508963712
SNAI3,RP11-860B13.1,0.5192443701060695
JUN,GCK,0.5191797245578734
ID2,JUNB,0.5189579316582358
HOPX,GHRLOS,0.5188407004814042
RORB,PALLD,0.5185849453848154
FOS,PRF1,0.5184890424147801
LEF1,RP11-7F18.2,0.5183926696911458
HOPX,C11orf45,0.5182222247465348
ID2,LY6G6F,0.5181911224480215
CEBPD,GZMA,0.5181190940418813
ID2,TATDN2,0.5179625057165437
JUN,GALNT7,0.5179572508323775
CEBPD,HLA-DPB1,0.5178791165048833
MYBL1,TMSB4X,0.5178284950343002
ZNF142,CCL3,0.5177116584823721
MAFG,LINC00384,0.5175273409095562
CEBPD,CITED2,0.5171893222321726
JUNB,RP11-275I4.1,0.5171356705852813
ID2,CCDC71L,0.5170209175257081
ZNF143,CENPC,0.5168031135750402
ZNF683,MT-ND2,0.5166635250393449
FOS,CDC42EP3,0.5166624908467308
ID3,TIA1,0.5165788641226198
HOPX,SLC2A7,0.5164250706918462
RORB,AVPI1,0.516110200681443
LYAR,STXBP5,0.5161031181579784
LEF1,LARP4,0.5160422880145248
HOPX,KIAA1109,0.5160240149951647
JUNB,QSER1,0.5159857672010165
JUNB,SLC25A26,0.5158020300874138
ZNF710,DDIT4,0.5154503744041323
MTA1,CXCR3,0.5153526893593083
HOPX,C5orf45,0.5153408368969934
KLF6,AC007163.6,0.5151949566712078
JUNB,RP11-672L10.6,0.5151923583765271
JUN,MDM4,0.5151796560902916
YEATS4,MATK,0.5148756868660509
FOS,RP11-65L3.2,0.514838677614322
RORB,UFSP1,0.5142345753445053
FOSB,FOXN2,0.5140625090826709
GABPA,RFWD3,0.5140615460566222
PLEK,TTC26,0.5140338620000467
ARID5B,UBL7-AS1,0.5140329227221354
JUNB,CD79A,0.5140275769769621
HOPX,HLA-B,0.5139745378797623
FOXN2,MAFB,0.5139665331021692
MLXIP,MT-CO1,0.5139363394791138
HOPX,JUN,0.5139012280897923
ID2,CTC-329D1.2,0.5137851312070271
HOPX,RYK,0.513697521005089
ZNF320,SYT11,0.5136218063732501
YEATS4,EED,0.5132175726541246
FOSB,JADE3,0.5130026732366331
MTA1,NOA1,0.5129993300453017
ARID5B,SAT1,0.5124243863780752
FOS,STARD8,0.5123767068034253
LEF1,PLEK,0.5123404976110905
SOX13,OASL,0.5121314870228718
FOSB,RP11-861A13.4,0.5120871449195802
RORB,MIR155HG,0.5120439440581208
BBX,PRR4,0.5116455519082335
ZNF660,LA16c-313D11.9,0.5116444793475181
ARID5B,INTS9,0.5116437624374285
SNAI3,AC137932.1,0.5112363446405279
FOS,RP11-358L4.1,0.5111800486049746
ZNF683,IER2,0.5111488119062395
BBX,S100B,0.5109267937319429
ID2,GTF3C1,0.5107914711704531
ZNF660,FOXN2,0.5107180323137498
ASCL2,PDGFA,0.5105010486573062
ATF6,FCGR3A,0.5104565619846424
PLEK,TTC39C,0.5101617453055475
JUNB,ZSCAN2,0.5100468405565802
BATF,ESCO2,0.5099871577497936
KLF6,TCAIM,0.5096523656941172
MYBL1,FGFBP2,0.5095936005312028
BBX,MTTP,0.5095837442309412
FOS,RGS2,0.5095485815063258
BATF,RP11-539L10.2,0.5093818898189802
RUNX3,DNAJC1,0.5092142017421234
BAZ2A,AC090186.1,0.5092016971558783
HOPX,AC005082.12,0.5090184002224566
SNAI3,WDR77,0.5089339612181115
HOPX,ULK1,0.5089083746309568
CEBPD,CTD-3093M3.1,0.5087972578571126
ZSCAN2,LEF1,0.5082250112901946
MYSM1,PLEK,0.508148347610108
HOPX,PODXL,0.5079068137810849
THAP6,MRPS26,0.507864334792656
LEF1,PLEKHF1,0.5078109208597763
ID2,BIRC6,0.5077342250455835
LYAR,PLEK,0.5074516101801301
FOS,YOD1,0.506970339240765
CEBPD,CHM,0.5066345935758158
LEF1,TMSB4X,0.5066255925597892
BBX,MTRNR2L8,0.5064988615194346
BBX,HLA-DPB1,0.5064907998762888
ZNF491,RGL3,0.5064197684996465
KLF6,DDX54,0.5063899669018633
FOS,COQ7,0.5063132485523353
CEBPD,AC009404.2,0.506266568084205
LYAR,RP11-7F18.2,0.5060606942819011
LYAR,TAF13,0.5059578220858093
KLF6,GRHPR,0.5058044910780013
PLEK,KIF22,0.5057676645626806
SNAI3,CRIP2,0.5057569709972488
HIVEP3,MYBL1,0.505730273946792
ZNF805,CD47,0.5050815387886586
ID3,LUC7L3,0.5049887319784205
JUN,S100A8,0.5047510804852957
ASCL2,KLRC1,0.5045895156620764
JUN,USP6,0.5045481720684479
HOXA9,HLA-DQA2,0.5045278798514103
HOXA10,PTGDR,0.504332571045055
HOPX,CNOT6L,0.5041163100248941
JUN,TKTL1,0.5039422328117479
LYAR,CR2,0.503940019339655
LYAR,GRIN2C,0.5036994151149229
KLF6,SPRED1,0.5036372123923734
BAZ2A,MAP1A,0.5034365834989508
NR4A1,FLT1,0.503193610447117
FOS,AC073641.2,0.5024911225868385
LEF1,C12orf75,0.5024681932159881
KLF6,MRPS28,0.5023602602674534
FOS,IL10,0.5023136221302464
JUNB,MICAL2,0.5022665392453177
MAFG,NXPH4,0.5021309281409495
ZNF233,DNAJC1,0.501859214492917
HOPX,KLF6,0.5016930292387276
FOS,LRIF1,0.5015079258747622
TCF12,MYSM1,0.5014632360759945
MYSM1,ZFHX3,0.5014346044006682
KLF6,USP15,0.5013232448292321
ZSCAN29,GPRIN3,0.5012061235265779
LYAR,TIA1,0.5011798042334403
FOXN2,VMA21,0.5010806442635412
CEBPD,GPD2,0.5010543507274887
PLEK,CCDC81,0.5010241952346226
JUN,HOPX,0.5007648384628853
LYAR,DAPK1,0.5007561681741289
NR4A1,UCN,0.5006731598181353
DACH1,FRY-AS1,0.5004811720800747
YEATS4,KLRB1,0.5004499237610727
LEF1,RP11-168O16.1,0.5002943977598469
ATF6,JUN,0.5002395704932681
BBX,FOSB,0.4999530931052327
ZNF143,MIXL1,0.4999076128672597
JUNB,RP5-1028K7.2,0.4997220603915486
BBX,PKD2,0.4996153431404013
HOPX,RP1-43E13.2,0.4995750414748434
JUN,RP1-257A7.4,0.4994925782775471
JUN,ABI3,0.4990955958992658
DNAJC1,INCENP,0.4990218891844768
FOS,BATF,0.4986395193017501
THAP6,CCDC71L,0.4985926750080812
KLF6,GLG1,0.4981992739676176
JUN,LINC00610,0.4979671142471461
ZNF562,ZNF277,0.4976722319152053
KLF6,PTPRN,0.497590402399912
YEATS4,SUV420H2,0.4975791601268857
KLF6,DIP2A,0.4972489008613461
PLEK,NPPA-AS1,0.4971604231463965
ID2,GZMK,0.4971258953266695
KLF6,SRFBP1,0.4970863848883158
JUN,HIVEP3,0.4969180785123094
BBX,RP11-168O16.1,0.4968814819482317
HOPX,RP11-268P4.4,0.4966958989309165
BATF,GOLIM4,0.496582042383032
LYAR,C19orf44,0.4965431049915184
HOPX,OXTR,0.4964529906720515
ASCL2,KCTD15,0.4961180467498697
KLF6,CTD-3093M3.1,0.4959635674407784
MTA1,RSRC2,0.4956783486028524
KLF6,FLNA,0.4953144892137979
KLF6,ZSCAN29,0.4952887051980876
PLEK,LINC00441,0.4952674288551774
ZNF683,FGR,0.4952342781845546
HOPX,DLGAP1,0.4949552046743883
ZNF320,SNAI3,0.4948964826136335
TP63,AC073641.2,0.4948849310898875
FOS,TPST2,0.4946978613745827
ID2,C19orf44,0.4945514477419114
LYAR,STAG1,0.4945460400253292
PLEK,LINC00989,0.4942531025407782
HOPX,PATL2,0.4940439639424256
FOS,AC004158.2,0.4940157452443803
FOXN2,HLA-DQA2,0.4939908561035526
BBX,PTPRS,0.4938653655768408
KLF6,PARP1,0.493709684678161
SNAI3,LA16c-313D11.9,0.4936888426049032
ZNF576,HERPUD1,0.4936352712815489
JUN,FARP1,0.4935486114144166
ID2,ADAM15,0.4933003553656531
LYAR,GHRLOS,0.4932223431007864
HOXA10,EBLN2,0.4929112753621479
JUNB,PTGER2,0.4928518220301105
DNAJC1,PTPRN,0.4928065159599593
NR4A1,FRY-AS1,0.4927762552236827
LYAR,RBM14-RBM4,0.4924572033851407
ZNF491,NIPAL2,0.4924323505257856
ID2,AP001372.2,0.4923869700602836
FOS,LUZP1,0.4921765013423662
KLF6,INCENP,0.4920699550834768
FOSB,FICD,0.492052145551057
ID2,RP11-110I1.14,0.4919929032233993
ID3,LAYN,0.4917449788307313
JUNB,PDGFA,0.4917032183049699
BBX,CLIC3,0.4915569452011296
CEBPD,PLEK,0.491364940586568
KLF6,MLXIP,0.4912619367614922
ZNF320,HDAC9,0.4911146348053277
FOS,ADPRH,0.4910776943476065
KLF6,LIAS,0.4908822276248878
KLF6,MYSM1,0.4907399080174511
FOSB,AC006547.14,0.4906735319565146
HOXA9,KIF21B,0.4904881653303575
HOXA9,PGRMC2,0.4903456592228297
HOPX,CYTL1,0.4899552733221201
NR4A1,FGR,0.4898846995226417
ARID2,RP11-247L20.4,0.4894480049513211
ZNF562,MESDC1,0.4894165508959405
JUN,SRFBP1,0.4893677947829426
YEATS4,DACH1,0.4893189416630502
BBX,HDHD2,0.4891684804411327
LEF1,IQCD,0.4891030577163386
ID2,HSPG2,0.4889812993175935
HOPX,AVPI1,0.4889058147771575
ZNF773,SFSWAP,0.4888751381134911
FOS,BRD2,0.4888102846923684
ARID5B,RP11-316M1.3,0.4887898634694984
ID3,PLEKHF1,0.4884916376834625
YEATS4,BCL2L11,0.4884461545197963
E2F5,CCDC53,0.4882671286461093
WDHD1,ACTB,0.4882420620019832
FOSB,EFNB2,0.487819776298563
LYAR,RPF2,0.4877691143748545
RORB,OXCT2,0.4876679237909588
CENPA,MRM1,0.487404148340417
HOPX,ARRDC5,0.487334758588396
ZNF683,FOSB,0.4872749727005876
RUNX3,FLNA,0.4871003638529162
LYAR,LAMC3,0.4870999942617222
MYBL1,RP11-54O7.1,0.4866876613754326
ZNF576,BBX,0.4864876082586748
BBX,UNK,0.4864482782648833
RORB,GRIN2C,0.4864111063889654
KLF6,EMC8,0.4863960099407222
TP63,FAM57A,0.4862109333850963
FOXN2,KLRG1,0.4861418038092724
YEATS4,DUSP12,0.4861209845349633
WDHD1,AC090186.1,0.485865305997305
JUNB,SPTLC3,0.4856754276639926
ID3,BCL2L11,0.4855447030824528
LYAR,GDPGP1,0.4854533713082392
WDHD1,RP11-755B10.2,0.4852204941496707
JUNB,LINC00936,0.4849091960725581
JUN,Z83851.3,0.4848663198173051
BAZ2A,WDR77,0.4845595909698963
ARID5B,HLA-B,0.4841607719864182
ARID5B,IFIT3,0.4835097425738295
RUNX3,CASZ1,0.483453569864652
ATF6,HLA-DRB1,0.4832480017631405
ZNF491,RP11-339B21.13,0.4831992505860408
FOXN2,NRGN,0.4831007581039997
JUN,GDPGP1,0.4830453752509279
ZNF683,CD46,0.4826545328887436
ZNF737,RP11-727A23.11,0.4826209834491988
ZNF143,PKNOX1,0.4825103347078163
JUNB,RP11-803D5.4,0.4824720637292468
FOS,PLCL2,0.4823772171944819
FOXK1,FOS,0.4823566729812134
KLF6,PCAT1,0.4822588648423743
ZNF576,LMBR1L,0.4822352678509267
LYAR,PACSIN3,0.4821524226069315
ZNF311,SAT1,0.4821121409036425
HOPX,DCTN1-AS1,0.4821063774598944
RORB,GPM6B,0.482039682338958
KLF6,GALNT7,0.4819569532580526
MAFG,TPD52L1,0.481616791271862
ZNF277,RPS6KA3,0.4811888710135437
BBX,ZNF80,0.4810101487675391
HOPX,CTD-2001C12.1,0.4809880193550779
MAFG,LL0XNC01-237H1.2,0.4809459562129707
ID3,ULK1,0.4808908808684451
HOPX,ZNF737,0.4808087851836795
FOS,AC068282.3,0.4807555811781138
LYAR,GLG1,0.4807161197120618
ZNF491,RP11-339B21.15,0.4806809478958933
ZNF491,TIGD4,0.480469034143437
FOS,FLNA,0.4804507945931029
BBX,PLAUR,0.4804027464390842
FOSB,RP11-539L10.2,0.4802965501918556
ZNF576,CEP63,0.4802698841684725
ID3,DTX2,0.480248187802638
LEF1,PDGFA,0.4801467712228293
ZNF576,RETSAT,0.4800685689104969
BBX,ASCC1,0.4799985855555697
BATF,YKT6,0.4799475232843746
PURA,AF131215.5,0.4798655357469767
JUNB,RP11-327F22.2,0.4797841722441616
LYAR,RP5-855F16.1,0.4796054111701101
ZNF143,TRPC4AP,0.4795119798669467
BBX,HLA-DRA,0.4792501249798877
LEF1,AC097721.2,0.4791468732571761
PLEK,QTRTD1,0.4789027788106891
MYSM1,TOR1A,0.478809801939071
JUN,BOD1L1,0.4787190539676671
ZSCAN29,MATK,0.4786970438646821
ID2,DUS4L,0.4786094998259208
JUN,DDX11-AS1,0.4785972860515888
LYAR,ALOXE3,0.4783549329806938
TCF12,WDR27,0.4782480113225898
MLXIP,DENND4C,0.4782388816146122
LYAR,CCSER1,0.4781199959842712
ID2,ASCL2,0.4781115136390352
BBX,PCAT1,0.478016024363574
THAP6,ATP6V1D,0.4779976805773341
JUNB,TMCO3,0.4779837318882639
CEBPD,CD74,0.4778399001988031
ATF6,CNOT6L,0.4776656992946699
AHCTF1,RP1-168L15.5,0.4772357337095514
DNAJC1,SYAP1,0.4770838931093658
SNAI3,C19orf44,0.4770337591866804
RUNX3,ATP13A3,0.4770185392150018
PLEK,IL15,0.4768659159188343
JUNB,MT-ND2,0.4767363088751553
CEBPD,APOBEC3C,0.4765158566394601
MYSM1,ARID2,0.4763942459229916
WDHD1,RSRC2,0.4763882159839813
FOS,FAM57A,0.4763788938579147
FOS,HDHD2,0.4761969320376013
LYAR,CPNE2,0.4761871093937016
JUN,GLIPR1,0.476121314117128
HOPX,C12orf75,0.476062939039072
JUNB,RP11-110I1.14,0.4759742659038262
FOSB,S100B,0.4758574933997219
JUN,RP11-317N8.5,0.4755872246060498
FOS,ARID5B,0.4754783734267847
ARID5B,LY86-AS1,0.4753369289376295
HOXA10,CEBPD,0.4753280066420751
HIVEP3,KLRG1,0.4751323914463201
HOPX,PTPRS,0.4751057145252265
PLEK,PSMA8,0.4749884322137351
KLF6,SCML2,0.4749868888929219
DNAJC1,TRPC4AP,0.4749632531713478
ID3,USP15,0.474922153026882
RORB,MLXIP,0.4748743658135917
ZNF320,KLRC2,0.4746283158866949
PURA,ALS2CR12,0.474618419357847
FOS,ZNF330,0.4745910971910733
ZNF320,PKN3,0.4744490767134984
FOS,RP3-522J7.6,0.4741763751134936
ZNF277,HENMT1,0.4739828208293642
DNAJC1,HLA-B,0.4735512941956497
LYAR,DHX36,0.4735461756183982
MYBL1,SPPL2A,0.4735312793060667
CEBPD,SPR,0.4732554683895455
JUN,PEBP4,0.4731418132820971
KLF6,ASGR2,0.4729826400145545
HOPX,ERRFI1,0.4728861615679434
FOS,ZSCAN31,0.4728447052645
MIXL1,SUPT4H1,0.4727438455597844
JUN,ARID2,0.4726164629940141
HOPX,QSER1,0.472511879610671
HOPX,FAM135A,0.4722586948908778
PLEK,AC007036.6,0.4721979162478187
PURA,C5orf56,0.4720959337332848
ZNF491,H1FX-AS1,0.471994930261163
FOSB,DUSP12,0.4718707887413192
BAZ2A,GATM,0.4716791935469234
CEBPD,RP13-638C3.4,0.4712610225208412
ID2,RP1-168L15.5,0.4712507693819178
JUN,AC090186.1,0.4711965753288636
MTA1,GABPA,0.4711878455565896
RUNX3,MTRNR2L8,0.4709605852835052
HOPX,EVA1A,0.4708518187481161
SNAI3,LRIF1,0.4705838766706168
HOPX,CDPF1,0.4705652619410651
PKNOX1,GRK4,0.4705173447328769
ID2,RNF214,0.4702372725677863
CEBPD,KIF1B,0.4698545729321453
MAFG,ZNF470,0.4698257918905478
JUNB,KLRC2,0.4697858722888481
BAZ2A,MT-ND2,0.4697475816390057
ID2,HLA-DRB5,0.469624004401621
ZSCAN31,RETSAT,0.4694091136999316
ZNF41,MARCKS,0.4692099166521504
HOPX,DST,0.4691172769332275
FOSB,RSBN1L,0.4690091863137247
RORB,DECR2,0.4689662099570416
LYAR,RP11-138B4.1,0.4689465834697532
TP63,CDC6,0.4688793703472295
BATF,DHX36,0.4687691735460066
YEATS4,CLIC3,0.4687232800766907
MAFG,LINC00449,0.4685473301703785
LEF1,CLMN,0.4683987780419397
RORB,PSPH,0.4681981024835302
BAZ2A,MSI2,0.4681796893412228
FOSB,RP11-803D5.4,0.4679411528014789
HIVEP3,IL18,0.4677526768946327
ID2,PLAUR,0.4676650856816313
LYAR,DNA2,0.4675702622001459
ID2,FCGR3A,0.4675613717256081
ATF6,RGS1,0.4675592658495176
ZNF143,CPAMD8,0.4674927529566537
DNAJC1,PARP1,0.4674388106007313
JUN,BAALC,0.4670239882099557
MTA1,PLEKHA3,0.4669848660097111
IRF6,ZNF773,0.4669383381875033
